MulticlassAccuracy,MulticlassF1Score,epoch,step,test_MulticlassAccuracy,test_MulticlassF1Score,test_loss,train_loss,val_MulticlassAccuracy,val_MulticlassF1Score,val_loss
0.0,0.0,0,9,,,,4.601813316345215,,,
0.0078125,0.0062500000931322575,0,19,,,,4.583270072937012,,,
0.0,0.0,0,29,,,,4.573596000671387,,,
0.0078125,0.0001755617995513603,0,39,,,,4.493071556091309,,,
0.0390625,0.020395610481500626,0,49,,,,4.501190185546875,,,
0.0234375,0.011840062215924263,0,59,,,,4.504420757293701,,,
0.0234375,0.006640625186264515,0,69,,,,4.339632987976074,,,
0.0390625,0.011332981288433075,0,79,,,,4.260793685913086,,,
0.1015625,0.06991567462682724,0,89,,,,4.2205657958984375,,,
0.0390625,0.03139881044626236,0,99,,,,4.205938816070557,,,
0.0859375,0.07114867120981216,0,109,,,,4.227508544921875,,,
0.078125,0.0612909235060215,0,119,,,,4.121105194091797,,,
0.078125,0.0406104177236557,0,129,,,,4.032368183135986,,,
0.09375,0.06326096504926682,0,139,,,,4.021198272705078,,,
0.0703125,0.04265422374010086,0,149,,,,4.188112258911133,,,
0.109375,0.07509348541498184,0,159,,,,3.887722969055176,,,
0.0625,0.03178323432803154,0,169,,,,4.118414878845215,,,
0.0625,0.04698660969734192,0,179,,,,4.029167652130127,,,
0.0546875,0.03913404792547226,0,189,,,,3.9001362323760986,,,
0.0859375,0.061275701969861984,0,199,,,,3.8225185871124268,,,
0.125,0.08857850730419159,0,209,,,,3.8655617237091064,,,
0.078125,0.07690972089767456,0,219,,,,3.85711932182312,,,
0.0703125,0.0522058829665184,0,229,,,,3.8598036766052246,,,
0.109375,0.09287236630916595,0,239,,,,3.754549980163574,,,
0.09375,0.09410342574119568,0,249,,,,3.837661027908325,,,
0.0703125,0.05859375,0,259,,,,3.7757649421691895,,,
0.1015625,0.07213541865348816,0,269,,,,3.8133795261383057,,,
0.0625,0.039681412279605865,0,279,,,,3.828425645828247,,,
0.171875,0.13671875,0,289,,,,3.7162528038024902,,,
0.1328125,0.1184895858168602,0,299,,,,3.5897417068481445,,,
0.1328125,0.09760045260190964,0,309,,,,3.6004505157470703,,,
0.1484375,0.12552084028720856,0,319,,,,3.4793787002563477,,,
0.1640625,0.14170613884925842,0,329,,,,3.7193851470947266,,,
0.1328125,0.117280513048172,0,339,,,,3.6286630630493164,,,
0.1484375,0.111421138048172,0,349,,,,3.5456342697143555,,,
,,0,351,,,,,0.15479999780654907,0.13450442254543304,3.527207374572754
0.1640625,0.15249255299568176,1,359,,,,3.5017142295837402,,,
0.2109375,0.17573165893554688,1,369,,,,3.3657407760620117,,,
0.1484375,0.1259182244539261,1,379,,,,3.6220765113830566,,,
0.171875,0.14691221714019775,1,389,,,,3.5765740871429443,,,
0.1484375,0.11380209028720856,1,399,,,,3.4802846908569336,,,
0.15625,0.13630951941013336,1,409,,,,3.350083351135254,,,
0.1640625,0.12942709028720856,1,419,,,,3.308950901031494,,,
0.1875,0.1546638309955597,1,429,,,,3.305741786956787,,,
0.1640625,0.17232143878936768,1,439,,,,3.4553871154785156,,,
0.2109375,0.18373636901378632,1,449,,,,3.521703004837036,,,
0.1875,0.15306299924850464,1,459,,,,3.499269485473633,,,
0.1953125,0.184706449508667,1,469,,,,3.1429057121276855,,,
0.1875,0.17217262089252472,1,479,,,,3.2654943466186523,,,
0.1875,0.16824157536029816,1,489,,,,3.123992919921875,,,
0.2578125,0.25224679708480835,1,499,,,,3.201686382293701,,,
0.203125,0.17760416865348816,1,509,,,,3.276886463165283,,,
0.2109375,0.2165178656578064,1,519,,,,3.349672555923462,,,
0.1953125,0.17287947237491608,1,529,,,,3.433281421661377,,,
0.1953125,0.17273065447807312,1,539,,,,3.0660085678100586,,,
0.265625,0.24909023940563202,1,549,,,,3.187560796737671,,,
0.2578125,0.2221626490354538,1,559,,,,3.2847812175750732,,,
0.2421875,0.21588541567325592,1,569,,,,3.071782112121582,,,
0.2890625,0.27305924892425537,1,579,,,,2.9126038551330566,,,
0.234375,0.20773810148239136,1,589,,,,3.245265007019043,,,
0.2265625,0.20039063692092896,1,599,,,,3.044210910797119,,,
0.3125,0.27305975556373596,1,609,,,,2.886476516723633,,,
0.2109375,0.2085193544626236,1,619,,,,3.2561957836151123,,,
0.1640625,0.1473214328289032,1,629,,,,3.2346432209014893,,,
0.2109375,0.19185268878936768,1,639,,,,3.2053046226501465,,,
0.2578125,0.24642857909202576,1,649,,,,3.0444226264953613,,,
0.2734375,0.25322645902633667,1,659,,,,3.195388078689575,,,
0.25,0.25200894474983215,1,669,,,,3.005760669708252,,,
0.2421875,0.2599702477455139,1,679,,,,3.106417655944824,,,
0.2578125,0.23466022312641144,1,689,,,,3.032320499420166,,,
0.21875,0.20019221305847168,1,699,,,,3.1620922088623047,,,
,,1,703,,,,,0.2590000033378601,0.240753635764122,2.978026866912842
0.2421875,0.2323271930217743,2,709,,,,3.0676748752593994,,,
0.296875,0.29348957538604736,2,719,,,,2.9449334144592285,,,
0.2890625,0.28482142090797424,2,729,,,,2.865330219268799,,,
0.2734375,0.2735491096973419,2,739,,,,2.722158193588257,,,
0.2890625,0.28192585706710815,2,749,,,,2.7191059589385986,,,
0.2109375,0.18573909997940063,2,759,,,,2.9744091033935547,,,
0.2421875,0.2265625,2,769,,,,2.881305694580078,,,
0.3203125,0.3016369044780731,2,779,,,,2.728919744491577,,,
0.265625,0.24308036267757416,2,789,,,,2.905339479446411,,,
0.2734375,0.2706659436225891,2,799,,,,2.9656567573547363,,,
0.296875,0.2745535969734192,2,809,,,,2.8276548385620117,,,
0.21875,0.20677083730697632,2,819,,,,2.9858264923095703,,,
0.3203125,0.30202755331993103,2,829,,,,2.851746082305908,,,
0.3203125,0.31302082538604736,2,839,,,,2.8716211318969727,,,
0.3125,0.27656251192092896,2,849,,,,2.921358108520508,,,
0.2265625,0.23500744998455048,2,859,,,,2.9358296394348145,,,
0.2578125,0.24092261493206024,2,869,,,,3.0674638748168945,,,
0.296875,0.28165924549102783,2,879,,,,2.7215893268585205,,,
0.3515625,0.3322916626930237,2,889,,,,2.796154022216797,,,
0.265625,0.278683066368103,2,899,,,,2.7779927253723145,,,
0.2734375,0.2702752947807312,2,909,,,,2.794278144836426,,,
0.3046875,0.28965774178504944,2,919,,,,2.4447238445281982,,,
0.2890625,0.28809523582458496,2,929,,,,2.7534759044647217,,,
0.3125,0.2969245910644531,2,939,,,,2.8519601821899414,,,
0.328125,0.3036458492279053,2,949,,,,2.859328508377075,,,
0.2578125,0.23072916269302368,2,959,,,,2.916604995727539,,,
0.328125,0.3386160731315613,2,969,,,,2.859884262084961,,,
0.34375,0.33315354585647583,2,979,,,,2.6754467487335205,,,
0.2578125,0.24606896936893463,2,989,,,,2.7100815773010254,,,
0.265625,0.249162957072258,2,999,,,,2.9580111503601074,,,
0.296875,0.285022109746933,2,1009,,,,2.6577911376953125,,,
0.265625,0.24086682498455048,2,1019,,,,2.8576371669769287,,,
0.3203125,0.3088541626930237,2,1029,,,,2.7545294761657715,,,
0.296875,0.27340030670166016,2,1039,,,,2.6980340480804443,,,
0.3125,0.2922371029853821,2,1049,,,,2.716062545776367,,,
,,2,1055,,,,,0.34700000286102295,0.33345893025398254,2.578479528427124
0.3828125,0.37296009063720703,3,1059,,,,2.5339090824127197,,,
0.3359375,0.3013392984867096,3,1069,,,,2.7259933948516846,,,
0.2890625,0.2484273612499237,3,1079,,,,2.7519664764404297,,,
0.328125,0.2988365888595581,3,1089,,,,2.6568450927734375,,,
0.3828125,0.35394346714019775,3,1099,,,,2.628330707550049,,,
0.34375,0.3523995578289032,3,1109,,,,2.5316553115844727,,,
0.3203125,0.3237317204475403,3,1119,,,,2.6537413597106934,,,
0.40625,0.3812004029750824,3,1129,,,,2.295771360397339,,,
0.3828125,0.36408618092536926,3,1139,,,,2.3772025108337402,,,
0.359375,0.35533851385116577,3,1149,,,,2.4419171810150146,,,
0.34375,0.31458336114883423,3,1159,,,,2.5164804458618164,,,
0.2890625,0.27819323539733887,3,1169,,,,2.916797399520874,,,
0.3984375,0.3713913559913635,3,1179,,,,2.3604722023010254,,,
0.3828125,0.35234373807907104,3,1189,,,,2.517136573791504,,,
0.34375,0.32554563879966736,3,1199,,,,2.4848623275756836,,,
0.3515625,0.34306174516677856,3,1209,,,,2.549121141433716,,,
0.3359375,0.3223944306373596,3,1219,,,,2.5017240047454834,,,
0.4296875,0.4229166805744171,3,1229,,,,2.148179054260254,,,
0.4296875,0.4146205484867096,3,1239,,,,2.3341574668884277,,,
0.3984375,0.3785342574119568,3,1249,,,,2.196610927581787,,,
0.40625,0.3910127878189087,3,1259,,,,2.4062204360961914,,,
0.421875,0.40851932764053345,3,1269,,,,2.4407944679260254,,,
0.4296875,0.3872953951358795,3,1279,,,,2.1014928817749023,,,
0.2734375,0.27942711114883423,3,1289,,,,2.8545498847961426,,,
0.3515625,0.35331103205680847,3,1299,,,,2.685551166534424,,,
0.375,0.3806423544883728,3,1309,,,,2.4699032306671143,,,
0.328125,0.30528274178504944,3,1319,,,,2.770599603652954,,,
0.328125,0.3098214268684387,3,1329,,,,2.7028260231018066,,,
0.4609375,0.4581969380378723,3,1339,,,,1.9982590675354004,,,
0.4296875,0.4175843298435211,3,1349,,,,2.2448086738586426,,,
0.3515625,0.32864582538604736,3,1359,,,,2.2860333919525146,,,
0.3671875,0.3468683362007141,3,1369,,,,2.5658302307128906,,,
0.328125,0.31365329027175903,3,1379,,,,2.5106096267700195,,,
0.328125,0.30091145634651184,3,1389,,,,2.6763081550598145,,,
0.3984375,0.38121283054351807,3,1399,,,,2.441869020462036,,,
,,3,1407,,,,,0.37959998846054077,0.36544495820999146,2.3650267124176025
0.328125,0.29813653230667114,4,1409,,,,2.6006975173950195,,,
0.46875,0.46658891439437866,4,1419,,,,2.158167839050293,,,
0.34375,0.33848586678504944,4,1429,,,,2.3669981956481934,,,
0.328125,0.29441964626312256,4,1439,,,,2.4526872634887695,,,
0.3828125,0.4018973410129547,4,1449,,,,2.256114959716797,,,
0.390625,0.37247025966644287,4,1459,,,,2.395064115524292,,,
0.5,0.5055803656578064,4,1469,,,,2.0538406372070312,,,
0.40625,0.3804439902305603,4,1479,,,,2.3249666690826416,,,
0.484375,0.48738840222358704,4,1489,,,,2.1441287994384766,,,
0.4375,0.43270087242126465,4,1499,,,,2.2735915184020996,,,
0.4140625,0.4059523940086365,4,1509,,,,2.257869005203247,,,
0.4140625,0.4059895873069763,4,1519,,,,2.0998897552490234,,,
0.3984375,0.4029237627983093,4,1529,,,,2.320927619934082,,,
0.3359375,0.33261406421661377,4,1539,,,,2.5698485374450684,,,
0.40625,0.41084450483322144,4,1549,,,,2.246028423309326,,,
0.4609375,0.4596354365348816,4,1559,,,,2.339632034301758,,,
0.3671875,0.36592262983322144,4,1569,,,,2.3762173652648926,,,
0.3828125,0.38266369700431824,4,1579,,,,2.3326683044433594,,,
0.453125,0.45457592606544495,4,1589,,,,2.1232545375823975,,,
0.4296875,0.43271949887275696,4,1599,,,,2.2812530994415283,,,
0.3671875,0.3365699350833893,4,1609,,,,2.543506145477295,,,
0.453125,0.4498511850833893,4,1619,,,,2.467918872833252,,,
0.3984375,0.38367152214050293,4,1629,,,,2.198747158050537,,,
0.4296875,0.41199779510498047,4,1639,,,,2.2034332752227783,,,
0.359375,0.365327388048172,4,1649,,,,2.2914962768554688,,,
0.4140625,0.40889137983322144,4,1659,,,,2.3907511234283447,,,
0.4453125,0.441592276096344,4,1669,,,,1.9687674045562744,,,
0.421875,0.4245907664299011,4,1679,,,,2.1328530311584473,,,
0.3515625,0.3185268044471741,4,1689,,,,2.540315628051758,,,
0.40625,0.38071057200431824,4,1699,,,,2.36245059967041,,,
0.3671875,0.3638392984867096,4,1709,,,,2.2611124515533447,,,
0.4609375,0.43709075450897217,4,1719,,,,2.034609794616699,,,
0.4375,0.43775755167007446,4,1729,,,,2.1811306476593018,,,
0.3671875,0.3757440447807312,4,1739,,,,2.3119592666625977,,,
0.421875,0.3956349492073059,4,1749,,,,2.2548224925994873,,,
0.3472222089767456,0.3620370328426361,4,1759,,,,2.421170234680176,,,
,,4,1759,,,,,0.4106000065803528,0.39984503388404846,2.2726168632507324
0.4375,0.4178943634033203,5,1769,,,,2.120177984237671,,,
0.3984375,0.39774924516677856,5,1779,,,,2.301224946975708,,,
0.46875,0.4600756764411926,5,1789,,,,2.1199917793273926,,,
0.3828125,0.3872023820877075,5,1799,,,,2.2666444778442383,,,
0.4921875,0.4760974645614624,5,1809,,,,1.865101933479309,,,
0.515625,0.5124937891960144,5,1819,,,,2.0386319160461426,,,
0.484375,0.480840802192688,5,1829,,,,2.0151593685150146,,,
0.4140625,0.4160590171813965,5,1839,,,,2.281534194946289,,,
0.3125,0.2845238149166107,5,1849,,,,2.5742478370666504,,,
0.453125,0.44594496488571167,5,1859,,,,1.9609736204147339,,,
0.546875,0.5330233573913574,5,1869,,,,1.7133026123046875,,,
0.453125,0.4435470700263977,5,1879,,,,2.1504201889038086,,,
0.4296875,0.40461310744285583,5,1889,,,,2.19323992729187,,,
0.4609375,0.45837730169296265,5,1899,,,,2.0708322525024414,,,
0.46875,0.4474330246448517,5,1909,,,,1.8568344116210938,,,
0.421875,0.41664808988571167,5,1919,,,,2.3189406394958496,,,
0.4765625,0.4694196581840515,5,1929,,,,2.139054298400879,,,
0.46875,0.45995163917541504,5,1939,,,,1.9899053573608398,,,
0.421875,0.4085007309913635,5,1949,,,,2.0519633293151855,,,
0.453125,0.4213913679122925,5,1959,,,,2.302591323852539,,,
0.4140625,0.39475446939468384,5,1969,,,,2.046947717666626,,,
0.421875,0.4155692160129547,5,1979,,,,2.191253662109375,,,
0.4765625,0.46034228801727295,5,1989,,,,1.983860969543457,,,
0.46875,0.4743489623069763,5,1999,,,,2.013929843902588,,,
0.4453125,0.4538690745830536,5,2009,,,,2.142529249191284,,,
0.4453125,0.44915056228637695,5,2019,,,,2.092935085296631,,,
0.4765625,0.47734376788139343,5,2029,,,,2.0936567783355713,,,
0.46875,0.44794148206710815,5,2039,,,,1.9410591125488281,,,
0.375,0.35840773582458496,5,2049,,,,2.2034201622009277,,,
0.5234375,0.528528094291687,5,2059,,,,2.088958740234375,,,
0.5078125,0.5109561085700989,5,2069,,,,1.7392499446868896,,,
0.4609375,0.4495164155960083,5,2079,,,,1.9996507167816162,,,
0.4765625,0.46209079027175903,5,2089,,,,1.9829951524734497,,,
0.546875,0.5584635734558105,5,2099,,,,2.0964906215667725,,,
0.46875,0.4582465589046478,5,2109,,,,2.022099494934082,,,
,,5,2111,,,,,0.43880000710487366,0.43268221616744995,2.134521245956421
0.5,0.4786830544471741,6,2119,,,,1.7805821895599365,,,
0.40625,0.3923904299736023,6,2129,,,,2.038628578186035,,,
0.5,0.49253472685813904,6,2139,,,,1.8564778566360474,,,
0.4609375,0.4468750059604645,6,2149,,,,1.8599317073822021,,,
0.4765625,0.4663132429122925,6,2159,,,,2.0391438007354736,,,
0.4453125,0.42648810148239136,6,2169,,,,1.941266417503357,,,
0.453125,0.432353675365448,6,2179,,,,1.9415667057037354,,,
0.4453125,0.4454241394996643,6,2189,,,,1.9572023153305054,,,
0.515625,0.5016927123069763,6,2199,,,,1.8475439548492432,,,
0.4765625,0.44014137983322144,6,2209,,,,2.1238350868225098,,,
0.4765625,0.4511532783508301,6,2219,,,,2.0625011920928955,,,
0.453125,0.42631447315216064,6,2229,,,,2.0347886085510254,,,
0.5234375,0.5313243865966797,6,2239,,,,1.8814642429351807,,,
0.40625,0.4098958373069763,6,2249,,,,2.2873587608337402,,,
0.4609375,0.4450334906578064,6,2259,,,,1.9595504999160767,,,
0.4453125,0.4363095164299011,6,2269,,,,2.0202717781066895,,,
0.484375,0.44896000623703003,6,2279,,,,1.8735367059707642,,,
0.4765625,0.4654824137687683,6,2289,,,,1.7683234214782715,,,
0.53125,0.5260788798332214,6,2299,,,,1.6703146696090698,,,
0.515625,0.5311012268066406,6,2309,,,,1.8545509576797485,,,
0.5078125,0.5078125,6,2319,,,,1.8530570268630981,,,
0.484375,0.4857909679412842,6,2329,,,,1.935424566268921,,,
0.4609375,0.4632440507411957,6,2339,,,,1.903773546218872,,,
0.453125,0.4520833492279053,6,2349,,,,2.0840511322021484,,,
0.453125,0.4489397406578064,6,2359,,,,1.8569450378417969,,,
0.53125,0.5404266119003296,6,2369,,,,1.7887582778930664,,,
0.53125,0.529228687286377,6,2379,,,,1.8988455533981323,,,
0.390625,0.39447546005249023,6,2389,,,,2.122863292694092,,,
0.578125,0.5869667530059814,6,2399,,,,1.610382318496704,,,
0.3984375,0.389756977558136,6,2409,,,,2.1052048206329346,,,
0.5078125,0.48613590002059937,6,2419,,,,1.7698378562927246,,,
0.421875,0.42400795221328735,6,2429,,,,1.9783271551132202,,,
0.4296875,0.4190538227558136,6,2439,,,,1.969629168510437,,,
0.5234375,0.5167534351348877,6,2449,,,,1.8728315830230713,,,
0.515625,0.4861421287059784,6,2459,,,,1.8077524900436401,,,
,,6,2463,,,,,0.47200000286102295,0.4603424668312073,1.9971544742584229
0.5390625,0.5309523940086365,7,2469,,,,1.7258028984069824,,,
0.546875,0.5504961013793945,7,2479,,,,1.8998113870620728,,,
0.5078125,0.5161255598068237,7,2489,,,,1.8833229541778564,,,
0.5,0.5134300589561462,7,2499,,,,1.8383498191833496,,,
0.5078125,0.4951016902923584,7,2509,,,,1.8202869892120361,,,
0.484375,0.49501490592956543,7,2519,,,,1.8460631370544434,,,
0.5859375,0.5587425827980042,7,2529,,,,1.7391457557678223,,,
0.5,0.4860925078392029,7,2539,,,,1.7994627952575684,,,
0.5390625,0.5169271230697632,7,2549,,,,1.8193774223327637,,,
0.5234375,0.5336185693740845,7,2559,,,,1.9532711505889893,,,
0.5,0.4812127947807312,7,2569,,,,1.7706069946289062,,,
0.5234375,0.5035589933395386,7,2579,,,,1.7261078357696533,,,
0.5703125,0.5572916865348816,7,2589,,,,1.7284624576568604,,,
0.578125,0.5784846544265747,7,2599,,,,1.474718689918518,,,
0.453125,0.4616319537162781,7,2609,,,,1.762197732925415,,,
0.484375,0.4814918339252472,7,2619,,,,1.8778955936431885,,,
0.5546875,0.529737114906311,7,2629,,,,1.6282474994659424,,,
0.5390625,0.53107750415802,7,2639,,,,1.624000906944275,,,
0.484375,0.46999627351760864,7,2649,,,,1.8748565912246704,,,
0.453125,0.46228915452957153,7,2659,,,,1.784538984298706,,,
0.53125,0.5274553894996643,7,2669,,,,1.8206117153167725,,,
0.5234375,0.5244419574737549,7,2679,,,,1.7144391536712646,,,
0.59375,0.575558066368103,7,2689,,,,1.4345417022705078,,,
0.578125,0.5696142315864563,7,2699,,,,1.653782844543457,,,
0.609375,0.5855333805084229,7,2709,,,,1.486189365386963,,,
0.53125,0.528087854385376,7,2719,,,,1.8101189136505127,,,
0.546875,0.5473924875259399,7,2729,,,,1.7068570852279663,,,
0.484375,0.49278274178504944,7,2739,,,,1.9023375511169434,,,
0.53125,0.5255580544471741,7,2749,,,,1.6357674598693848,,,
0.546875,0.535937488079071,7,2759,,,,1.6941040754318237,,,
0.46875,0.4425223469734192,7,2769,,,,1.8112632036209106,,,
0.46875,0.45911461114883423,7,2779,,,,1.8638079166412354,,,
0.5078125,0.5101122856140137,7,2789,,,,1.870239019393921,,,
0.484375,0.4767299294471741,7,2799,,,,1.8782286643981934,,,
0.578125,0.586718738079071,7,2809,,,,1.5531939268112183,,,
,,7,2815,,,,,0.49000000953674316,0.47719356417655945,1.943153738975525
0.5703125,0.547842264175415,8,2819,,,,1.8400263786315918,,,
0.6171875,0.608035683631897,8,2829,,,,1.382819652557373,,,
0.5390625,0.5079612731933594,8,2839,,,,1.7134190797805786,,,
0.5625,0.544549822807312,8,2849,,,,1.670163869857788,,,
0.6328125,0.6234003305435181,8,2859,,,,1.570358157157898,,,
0.5859375,0.5748511552810669,8,2869,,,,1.6114217042922974,,,
0.5546875,0.5811756253242493,8,2879,,,,1.7432887554168701,,,
0.53125,0.5355654954910278,8,2889,,,,1.690321683883667,,,
0.53125,0.5282304286956787,8,2899,,,,1.607889175415039,,,
0.578125,0.5758556723594666,8,2909,,,,1.3927757740020752,,,
0.53125,0.5149554014205933,8,2919,,,,1.6170326471328735,,,
0.5859375,0.5845052003860474,8,2929,,,,1.530405044555664,,,
0.4921875,0.4957217574119568,8,2939,,,,1.8834843635559082,,,
0.5546875,0.5692088603973389,8,2949,,,,1.6616535186767578,,,
0.5703125,0.5650173425674438,8,2959,,,,1.6779711246490479,,,
0.5234375,0.5334821939468384,8,2969,,,,1.732778787612915,,,
0.4921875,0.4709635376930237,8,2979,,,,1.9113702774047852,,,
0.5625,0.549795389175415,8,2989,,,,1.5450439453125,,,
0.515625,0.5252790451049805,8,2999,,,,1.7186442613601685,,,
0.5625,0.5337104797363281,8,3009,,,,1.7176337242126465,,,
0.5703125,0.5746279954910278,8,3019,,,,1.6556718349456787,,,
0.53125,0.552021324634552,8,3029,,,,1.524139165878296,,,
0.5078125,0.5071242451667786,8,3039,,,,1.7126538753509521,,,
0.5859375,0.5978795289993286,8,3049,,,,1.374798059463501,,,
0.546875,0.5286458730697632,8,3059,,,,1.5216636657714844,,,
0.5234375,0.5343750715255737,8,3069,,,,1.6280670166015625,,,
0.5,0.5083333253860474,8,3079,,,,1.7779710292816162,,,
0.6015625,0.6110305190086365,8,3089,,,,1.5230543613433838,,,
0.546875,0.5344122052192688,8,3099,,,,1.661297082901001,,,
0.5625,0.5384300947189331,8,3109,,,,1.5999369621276855,,,
0.6328125,0.6239955425262451,8,3119,,,,1.3836076259613037,,,
0.5078125,0.5213789343833923,8,3129,,,,1.5901579856872559,,,
0.546875,0.5570498704910278,8,3139,,,,1.5892727375030518,,,
0.59375,0.5918340682983398,8,3149,,,,1.6130732297897339,,,
0.609375,0.602529764175415,8,3159,,,,1.4114336967468262,,,
,,8,3167,,,,,0.5031999945640564,0.49502432346343994,1.8669744729995728
0.59375,0.596428632736206,9,3169,,,,1.4403541088104248,,,
0.5625,0.5317150354385376,9,3179,,,,1.5889256000518799,,,
